Titulo1=  Dados detalhados das AIH - por local internação - Brasil
Titulo2=Quantidade aprovada por Grupo procedimento segundo Município
Rodape=Período:Set/2008
Nomemapa=c:\tabwin\br_municip.map
"Município";"02 Procedimentos com finalidade diagnóstica";"03 Procedimentos clínicos";"04 Procedimentos cirúrgicos";"05 Transplantes de orgãos, tecidos e células";"06 Medicamentos";"07 Órteses, próteses e materiais especiais";"08 Ações complementares da atenção à saúde";"Total"
"251610 SOLEDADE";2;9;0;0;0;0;0;11
"251615 SOSSEGO";0;0;0;0;0;0;0;0
"251620 SOUSA";43;144;0;0;0;0;0;187
"251630 SUME";185;305;20;0;0;0;175;685
"251640 TACIMA";0;0;0;0;0;0;0;0
"251650 TAPEROA";91;66;0;0;0;0;0;157
"251660 TAVARES";0;21;0;0;0;0;0;21
"251670 TEIXEIRA";3;21;0;0;0;0;38;62
"251675 TENORIO";0;0;0;0;0;0;0;0
"251680 TRIUNFO";0;0;0;0;0;0;0;0
"251690 UIRAUNA";1;1013;15;0;0;0;380;1409
"251700 UMBUZEIRO";3;43;0;0;0;0;0;46
"251710 VARZEA";0;16;0;0;0;0;0;16
"251720 VIEIROPOLIS";0;0;0;0;0;0;0;0
"251740 ZABELE";0;0;0;0;0;0;0;0
" MUNICIPIO IGNORADO - PE";0;0;0;0;0;0;0;0
"260005 ABREU E LIMA";1112;848;182;0;2;102;918;3164
"260010 AFOGADOS DA INGAZEIRA";1169;956;215;0;4;0;964;3308
"260020 AFRANIO";20;85;6;0;0;0;84;195
"260030 AGRESTINA";203;223;58;0;0;0;208;692
"260040 AGUA PRETA";36;34;0;0;0;0;0;70
"260050 AGUAS BELAS";60;68;0;0;0;0;0;128
"260060 ALAGOINHA";0;0;0;0;0;0;0;0
"260070 ALIANCA";19;21;21;0;0;0;0;61
"260080 ALTINHO";69;41;6;0;0;0;91;207
"260090 AMARAJI";64;67;20;0;0;0;21;172
"260100 ANGELIM";28;48;0;0;1;0;14;91
"260105 ARACOIABA";0;0;0;0;0;0;0;0
"260110 ARARIPINA";827;665;254;0;4;1;497;2248
"260120 ARCOVERDE";3310;1964;287;0;3;0;2175;7739
"260130 BARRA DE GUABIRABA";13;28;0;0;0;0;59;100
"260140 BARREIROS";179;504;113;0;0;0;0;796
"260150 BELEM DE MARIA";16;18;0;0;0;0;5;39
"260160 BELEM DE SAO FRANCISCO";76;119;12;0;0;0;75;282
"260170 BELO JARDIM";362;391;52;0;0;0;446;1251
"260180 BETANIA";8;13;7;0;0;0;13;41
"260190 BEZERROS";487;262;88;0;0;0;1459;2296
"260200 BODOCO";82;44;1;0;1;0;17;145
"260210 BOM CONSELHO";158;161;29;0;0;0;72;420
"260220 BOM JARDIM";0;0;0;0;0;0;0;0
"260230 BONITO";127;50;42;0;0;0;57;276
"260240 BREJAO";12;9;10;0;0;0;17;48
"260250 BREJINHO";0;0;0;0;0;0;0;0
"260260 BREJO DA MADRE DE DEUS";453;88;29;0;0;0;233;803
"260270 BUENOS AIRES";0;0;0;0;0;0;0;0
"260280 BUIQUE";89;150;1;0;0;0;84;324
"260290 CABO DE SANTO AGOSTINHO";895;2536;94;0;22;0;563;4110
"260300 CABROBO";130;73;18;0;0;0;153;374
"260310 CACHOEIRINHA";42;108;6;0;0;0;67;223
"260320 CAETES";175;57;12;0;0;0;137;381
"260330 CALCADO";6;6;0;0;0;0;0;12
"260340 CALUMBI";0;3;0;0;0;0;0;3
"260345 CAMARAGIBE";1021;934;149;0;0;86;473;2663
"260350 CAMOCIM DE SAO FELIX";1;18;0;0;0;0;34;53
"260360 CAMUTANGA";0;0;0;0;0;0;0;0
"260370 CANHOTINHO";21;37;3;0;0;0;11;72
"260380 CAPOEIRAS";12;19;1;0;0;0;46;78
"260390 CARNAIBA";42;39;0;0;0;0;90;171
"260392 CARNAUBEIRA DA PENHA";2;2;0;0;0;0;0;4
"260400 CARPINA";75;228;72;0;0;0;0;375
"260410 CARUARU";9316;6452;1117;25;783;314;6527;24534
"260415 CASINHAS";7;50;0;0;0;0;21;78
"260420 CATENDE";23;59;0;0;0;0;70;152
"260430 CEDRO";54;145;0;0;0;0;73;272
"260440 CHA DE ALEGRIA";25;12;0;0;0;0;15;52
"260450 CHA GRANDE";1104;614;19;0;0;0;101;1838
"260460 CONDADO";9;30;0;0;0;0;51;90
"260470 CORRENTES";52;81;8;0;0;0;37;178
"260480 CORTES";104;41;22;0;0;0;84;251
"260490 CUMARU";0;0;0;0;0;0;0;0
"260500 CUPIRA";84;146;18;0;0;0;108;356
"260510 CUSTODIA";89;104;74;0;1;0;43;311
"260515 DORMENTES";24;41;0;0;0;0;36;101
"260520 ESCADA";700;1226;215;0;0;0;319;2460
"260530 EXU";55;53;0;0;0;0;10;118
"260540 FEIRA NOVA";82;17;20;0;0;0;38;157
"260545 FERNANDO DE NORONHA";23;39;0;0;0;0;0;62
"260550 FERREIROS";0;0;0;0;0;0;0;0
"260560 FLORES";51;23;0;0;0;0;58;132
"260570 FLORESTA";72;129;53;0;0;0;291;545
"260580 FREI MIGUELINHO";0;11;0;0;0;0;0;11
"260590 GAMELEIRA";22;20;0;0;0;0;21;63
"260600 GARANHUNS";2592;3175;681;0;8;203;2820;9479
"260610 GLORIA DO GOITA";18;120;6;0;0;0;49;193
"260620 GOIANA";432;128;12;0;0;0;418;990
"260630 GRANITO";4;23;0;0;0;0;4;31
"260640 GRAVATA";295;364;45;0;1;0;0;705
"260650 IATI";22;31;6;0;0;0;88;147
"260660 IBIMIRIM";25;59;0;0;0;0;87;171
"260670 IBIRAJUBA";0;0;0;0;0;0;0;0
"260680 IGARASSU";81;604;21;0;0;0;155;861
"260690 IGUARACY";65;23;0;0;0;0;21;109
"260700 INAJA";15;20;0;0;0;0;19;54
"260710 INGAZEIRA";0;0;0;0;0;0;0;0
"260720 IPOJUCA";31;25;0;0;0;0;69;125
"260730 IPUBI";140;76;0;0;0;0;94;310
"260740 ITACURUBA";3;8;0;0;0;0;8;19
"260750 ITAIBA";19;29;0;0;0;0;64;112
"260760 ILHA DE ITAMARACA";12;4;0;0;0;0;0;16
"260765 ITAMBE";150;90;0;0;0;0;189;429
"260770 ITAPETIM";35;36;17;0;0;0;71;159
"260775 ITAPISSUMA";0;0;0;0;0;0;0;0
"260780 ITAQUITINGA";1;1;0;0;0;0;1;3
"260790 JABOATAO DOS GUARARAPES";5862;10832;804;0;5;70;2761;20334
"260795 JAQUEIRA";0;0;0;0;0;0;0;0
"260800 JATAUBA";78;454;0;0;2;0;6;540
"260805 JATOBA";88;18;10;0;0;0;67;183
"260810 JOAO ALFREDO";49;209;15;0;0;0;88;361
"260820 JOAQUIM NABUCO";2;8;0;0;0;0;0;10
"260825 JUCATI";0;0;0;0;0;0;0;0
"260830 JUPI";3;5;0;0;0;0;8;16
"260840 JUREMA";12;88;0;0;0;0;53;153
"260845 LAGOA DO CARRO";61;120;14;0;0;0;0;195
"260850 LAGOA DE ITAENGA";0;0;0;0;0;0;0;0
"260860 LAGOA DO OURO";13;19;0;0;0;0;34;66
"260870 LAGOA DOS GATOS";20;28;0;0;0;0;28;76
"260875 LAGOA GRANDE";74;44;0;0;0;0;74;192
"260880 LAJEDO";37;50;0;0;0;0;113;200
"260890 LIMOEIRO";217;768;91;0;4;23;385;1488
"260900 MACAPARANA";221;444;30;0;0;0;74;769
"260910 MACHADOS";21;18;7;0;0;0;0;46
"260915 MANARI";0;0;0;0;0;0;0;0
"260920 MARAIAL";9;146;0;0;0;0;37;192
"260930 MIRANDIBA";15;37;0;0;0;0;65;117
"260940 MORENO";873;1246;154;0;16;0;852;3141
"260950 NAZARE DA MATA";0;0;0;0;0;0;0;0
"260960 OLINDA";2463;1603;387;0;30;0;998;5481
"260970 OROBO";19;107;16;0;0;0;6;148
"260980 OROCO";11;17;0;0;0;0;31;59
"260990 OURICURI";911;355;217;0;3;0;790;2276
"261000 PALMARES";2406;3497;392;0;1;10;1661;7967
"261010 PALMEIRINA";0;0;0;0;0;0;0;0
"261020 PANELAS";34;268;6;0;0;0;139;447
"261030 PARANATAMA";0;0;0;0;0;0;0;0
"261040 PARNAMIRIM";88;50;12;0;0;0;117;267
"261050 PASSIRA";73;54;10;0;0;0;125;262
"261060 PAUDALHO";123;84;81;0;0;0;60;348
"261070 PAULISTA";1450;421;451;0;11;50;1168;3551
"261080 PEDRA";298;110;37;0;0;0;298;743
"261090 PESQUEIRA";450;416;118;0;0;0;501;1485
"261100 PETROLANDIA";15;20;24;0;0;0;25;84
"261110 PETROLINA";6634;3737;521;0;37;48;4800;15777
"261120 POCAO";0;0;0;0;0;0;0;0
"261130 POMBOS";112;125;13;0;0;0;137;387
"261140 PRIMAVERA";0;0;0;0;0;0;0;0
"261150 QUIPAPA";68;134;32;0;0;0;118;352
"261153 QUIXABA";0;0;0;0;0;0;0;0
"261160 RECIFE";152555;47457;7988;389;4081;2772;77238;292480
"261170 RIACHO DAS ALMAS";111;78;22;0;0;0;14;225
"261180 RIBEIRAO";347;554;53;0;0;0;163;1117
"261190 RIO FORMOSO";13;39;0;0;0;0;25;77
"261200 SAIRE";12;8;0;0;0;0;5;25
"261210 SALGADINHO";0;0;0;0;0;0;0;0
"261220 SALGUEIRO";1943;1269;195;0;7;3;1430;4847
"261230 SALOA";23;27;10;0;0;0;35;95
"261240 SANHARO";109;166;0;0;1;0;156;432
"261245 SANTA CRUZ";12;18;0;0;0;0;20;50
"261247 SANTA CRUZ DA BAIXA VERDE";0;0;0;0;0;0;0;0
"261250 SANTA CRUZ DO CAPIBARIBE";777;3340;63;0;0;0;578;4758
"261255 SANTA FILOMENA";0;0;0;0;0;0;0;0
"261260 SANTA MARIA DA BOA VISTA";38;62;10;0;0;0;130;240
"261270 SANTA MARIA DO CAMBUCA";0;0;0;0;0;0;0;0
"261280 SANTA TEREZINHA";10;20;0;0;0;0;14;44
"261290 SAO BENEDITO DO SUL";5;7;0;0;0;0;12;24
"261300 SAO BENTO DO UNA";163;227;0;0;5;0;213;608
"261310 SAO CAITANO";130;367;4;0;0;0;208;709
"261320 SAO JOAO";17;32;24;0;0;0;8;81
"261330 SAO JOAQUIM DO MONTE";184;64;80;0;0;0;294;622
"261340 SAO JOSE DA COROA GRANDE";0;0;0;0;0;0;0;0
"261350 SAO JOSE DO BELMONTE";255;260;7;0;0;0;209;731
"261360 SAO JOSE DO EGITO";591;358;156;0;0;2;485;1592
"261370 SAO LOURENCO DA MATA";490;367;141;0;0;0;967;1965
"261380 SAO VICENTE FERRER";17;36;0;0;0;0;0;53
"261390 SERRA TALHADA";2897;2409;386;0;0;57;1621;7370
"261400 SERRITA";81;198;11;0;0;0;136;426
"261410 SERTANIA";137;161;6;0;1;0;110;415
"261420 SIRINHAEM";204;220;35;0;0;0;185;644
"261430 MOREILANDIA";0;23;0;0;0;0;28;51
"261440 SOLIDAO";3;11;0;0;0;0;11;25
"261450 SURUBIM";1464;1388;187;0;1;12;961;4013
"261460 TABIRA";229;72;23;0;0;0;194;518
"261470 TACAIMBO";0;0;0;0;0;0;0;0
"261480 TACARATU";10;13;0;0;0;0;12;35
"261485 TAMANDARE";29;49;2;0;0;0;42;122
"261500 TAQUARITINGA DO NORTE";61;41;55;0;0;0;46;203
"261510 TEREZINHA";8;8;0;0;0;0;12;28
"261520 TERRA NOVA";11;89;0;0;1;0;35;136
"261530 TIMBAUBA";714;772;264;0;1;14;615;2380
"261540 TORITAMA";40;199;0;0;0;0;66;305
"261550 TRACUNHAEM";0;0;0;0;0;0;0;0
"261560 TRINDADE";75;102;82;0;0;0;94;353
"261570 TRIUNFO";18;30;2;0;0;0;49;99
"261580 TUPANATINGA";0;12;0;0;0;0;12;24
"261590 TUPARETAMA";67;47;22;0;0;0;113;249
"261600 VENTUROSA";29;34;17;0;0;0;10;90
"261610 VERDEJANTE";0;65;0;0;0;0;27;92
"261618 VERTENTE DO LERIO";0;0;0;0;0;0;0;0
"261620 VERTENTES";78;99;3;0;0;0;32;212
"261630 VICENCIA";186;78;84;0;0;0;91;439
"261640 VITORIA DE SANTO ANTAO";4064;2607;713;0;13;61;3023;10481
"261650 XEXEU";5;21;0;0;0;0;68;94
" MUNICIPIO IGNORADO - AL";0;0;0;0;0;0;0;0
"270010 AGUA BRANCA";169;62;0;0;0;0;11;242
"270020 ANADIA";7;32;0;0;0;0;7;46
"270030 ARAPIRACA";8700;12618;1129;12;422;83;5131;28095
"270040 ATALAIA";52;1110;44;0;0;0;242;1448
"270050 BARRA DE SANTO ANTONIO";0;0;0;0;0;0;0;0
"270060 BARRA DE SAO MIGUEL";0;0;0;0;0;0;0;0
"270070 BATALHA";182;226;47;0;0;0;140;595
"270080 BELEM";0;0;0;0;0;0;0;0
"270090 BELO MONTE";0;0;0;0;0;0;0;0
"270100 BOCA DA MATA";7;342;0;0;0;0;0;349
"270110 BRANQUINHA";0;0;0;0;0;0;0;0
"270120 CACIMBINHAS";6;6;0;0;0;0;5;17
"270130 CAJUEIRO";14;212;0;0;0;0;21;247
"270135 CAMPESTRE";0;0;0;0;0;0;0;0
"270140 CAMPO ALEGRE";12;33;0;0;0;0;0;45
"270150 CAMPO GRANDE";0;0;0;0;0;0;0;0
"270160 CANAPI";0;0;0;0;0;0;0;0
"270170 CAPELA";11;262;0;0;0;0;118;391
"270180 CARNEIROS";0;0;0;0;0;0;0;0
"270190 CHA PRETA";0;0;0;0;0;0;0;0
"270200 COITE DO NOIA";0;0;0;0;0;0;0;0
"270210 COLONIA LEOPOLDINA";30;205;0;0;0;0;0;235
"270220 COQUEIRO SECO";0;0;0;0;0;0;0;0
"270230 CORURIPE";860;1058;122;0;0;0;403;2443
"270235 CRAIBAS";8;8;0;0;0;0;0;16
"270240 DELMIRO GOUVEIA";462;784;61;0;0;0;315;1622
"270250 DOIS RIACHOS";0;0;0;0;0;0;0;0
"270255 ESTRELA DE ALAGOAS";0;0;0;0;0;0;0;0
"270260 FEIRA GRANDE";6;9;0;0;0;0;0;15
"270270 FELIZ DESERTO";0;0;0;0;0;0;0;0
"270280 FLEXEIRAS";4;150;0;0;0;0;0;154
"270290 GIRAU DO PONCIANO";34;211;0;0;0;0;120;365
"270300 IBATEGUARA";0;0;0;0;0;0;0;0
"270310 IGACI";3;272;0;0;0;0;29;304
"270320 IGREJA NOVA";0;0;0;0;0;0;0;0
"270330 INHAPI";0;0;0;0;0;0;0;0
"270340 JACARE DOS HOMENS";0;0;0;0;0;0;0;0
"270350 JACUIPE";0;0;0;0;0;0;0;0
"270360 JAPARATINGA";0;0;0;0;0;0;0;0
"270370 JARAMATAIA";0;0;0;0;0;0;0;0
"270375 JEQUIA DA PRAIA";0;0;0;0;0;0;0;0
"270380 JOAQUIM GOMES";16;607;0;0;0;0;257;880
"270390 JUNDIA";0;0;0;0;0;0;0;0
"270400 JUNQUEIRO";124;746;0;0;0;0;129;999
"270410 LAGOA DA CANOA";0;0;0;0;0;0;0;0
"270420 LIMOEIRO DE ANADIA";9;51;18;0;0;0;0;78
"270430 MACEIO";32643;37666;2355;9;49;694;11413;84829
"270440 MAJOR ISIDORO";12;32;0;0;0;0;0;44
"270450 MARAGOGI";39;49;0;0;0;0;81;169
"270460 MARAVILHA";0;0;0;0;0;0;0;0
"270470 MARECHAL DEODORO";9;142;0;0;0;0;0;151
"270480 MARIBONDO";0;0;0;0;0;0;0;0
"270490 MAR VERMELHO";0;0;0;0;0;0;0;0
"270500 MATA GRANDE";24;145;0;0;0;0;89;258
"270510 MATRIZ DE CAMARAGIBE";24;77;0;0;0;0;0;101
"270520 MESSIAS";0;0;0;0;0;0;0;0
"270530 MINADOR DO NEGRAO";0;0;0;0;0;0;0;0
"270540 MONTEIROPOLIS";0;0;0;0;0;0;0;0
"270550 MURICI";27;213;0;0;0;0;0;240
"270560 NOVO LINO";0;0;0;0;0;0;0;0
"270570 OLHO D'AGUA DAS FLORES";22;319;18;0;0;0;22;381
"270580 OLHO D'AGUA DO CASADO";0;0;0;0;0;0;0;0
"270590 OLHO D'AGUA GRANDE";0;0;0;0;0;0;0;0
"270600 OLIVENCA";0;0;0;0;0;0;0;0
"270610 OURO BRANCO";0;0;0;0;0;0;0;0
"270620 PALESTINA";0;0;0;0;0;0;0;0
"270630 PALMEIRA DOS INDIOS";2307;3368;361;0;0;14;900;6950
"270640 PAO DE ACUCAR";317;275;74;0;0;0;0;666
"270642 PARICONHA";0;0;0;0;0;0;0;0
"270644 PARIPUEIRA";0;0;0;0;0;0;0;0
"270650 PASSO DE CAMARAGIBE";19;249;0;0;0;0;75;343
"270660 PAULO JACINTO";6;56;0;0;0;0;20;82
"270670 PENEDO";632;387;211;0;12;13;373;1628
"270680 PIACABUCU";0;0;0;0;0;0;0;0
"270690 PILAR";57;536;39;0;0;0;0;632
"270700 PINDOBA";0;0;0;0;0;0;0;0
"270710 PIRANHAS";272;283;44;0;0;0;97;696
"270720 POCO DAS TRINCHEIRAS";0;0;0;0;0;0;0;0
"270730 PORTO CALVO";43;123;0;0;0;0;64;230
"270740 PORTO DE PEDRAS";0;0;0;0;0;0;0;0
"270750 PORTO REAL DO COLEGIO";0;0;0;0;0;0;0;0
"270760 QUEBRANGULO";63;161;0;0;0;0;65;289
"270770 RIO LARGO";294;915;2;0;0;0;566;1777
"270780 ROTEIRO";0;0;0;0;0;0;0;0
"270790 SANTA LUZIA DO NORTE";0;0;0;0;0;0;0;0
"270800 SANTANA DO IPANEMA";149;170;80;0;0;0;4;403
"270810 SANTANA DO MUNDAU";0;0;0;0;0;0;0;0
"270820 SAO BRAS";17;230;19;0;0;0;108;374
"270830 SAO JOSE DA LAJE";25;99;0;0;0;0;0;124
"270840 SAO JOSE DA TAPERA";24;39;0;0;0;0;0;63
"270850 SAO LUIS DO QUITUNDE";30;249;0;0;0;0;27;306
"270860 SAO MIGUEL DOS CAMPOS";802;528;285;0;5;2;569;2191
"270870 SAO MIGUEL DOS MILAGRES";0;0;0;0;0;0;0;0
"270880 SAO SEBASTIAO";15;15;0;0;0;0;4;34
"270890 SATUBA";0;0;0;0;0;0;0;0
"270895 SENADOR RUI PALMEIRA";0;0;0;0;0;0;0;0
"270900 TANQUE D'ARCA";0;0;0;0;0;0;0;0
"270910 TAQUARANA";12;12;0;0;0;0;1;25
"270915 TEOTONIO VILELA";18;663;0;0;0;0;230;911
"270920 TRAIPU";20;20;0;0;0;0;0;40
"270930 UNIAO DOS PALMARES";598;1028;336;0;1;0;710;2673
"270940 VICOSA";52;666;56;0;0;0;140;914
" MUNICIPIO IGNORADO - SE";0;0;0;0;0;0;0;0
"280010 AMPARO DE SAO FRANCISCO";0;0;0;0;0;0;0;0
"280020 AQUIDABA";18;276;0;0;0;0;116;410
"280030 ARACAJU";11081;12681;2550;0;189;276;5953;32730
"280040 ARAUA";0;0;0;0;0;0;0;0
"280050 AREIA BRANCA";0;0;0;0;0;0;0;0
"280060 BARRA DOS COQUEIROS";0;0;0;0;0;0;0;0
"280067 BOQUIM";0;0;0;0;0;0;0;0
"280070 BREJO GRANDE";0;0;0;0;0;0;0;0
"280100 CAMPO DO BRITO";0;0;0;0;0;0;0;0
"280110 CANHOBA";0;0;0;0;0;0;0;0
"280120 CANINDE DE SAO FRANCISCO";222;209;34;0;1;0;75;541
"280130 CAPELA";1971;721;128;0;21;0;144;2985
"280140 CARIRA";5;5;0;0;0;0;0;10
"280150 CARMOPOLIS";0;0;0;0;0;0;0;0
"280160 CEDRO DE SAO JOAO";0;0;0;0;0;0;0;0
"280170 CRISTINAPOLIS";0;0;0;0;0;0;0;0
"280190 CUMBE";0;0;0;0;0;0;0;0
"280200 DIVINA PASTORA";0;0;0;0;0;0;0;0
"280210 ESTANCIA";2013;1607;216;0;15;0;149;4000
"280220 FEIRA NOVA";0;0;0;0;0;0;0;0
"280230 FREI PAULO";0;0;0;0;0;0;0;0
"280240 GARARU";0;0;0;0;0;0;0;0
"280250 GENERAL MAYNARD";0;0;0;0;0;0;0;0
"280260 GRACHO CARDOSO";0;0;0;0;0;0;0;0
"280270 ILHA DAS FLORES";0;0;0;0;0;0;0;0
"280280 INDIAROBA";0;0;0;0;0;0;0;0
"280290 ITABAIANA";1700;1111;368;0;17;24;196;3416
"280300 ITABAIANINHA";9;9;0;0;0;0;0;18
"280310 ITABI";0;0;0;0;0;0;0;0
"280320 ITAPORANGA D'AJUDA";29;29;0;0;0;0;0;58
"280330 JAPARATUBA";0;0;0;0;0;0;0;0
"280340 JAPOATA";0;16;32;0;0;0;0;48
"280350 LAGARTO";2156;1665;127;0;25;0;120;4093
"280360 LARANJEIRAS";0;0;0;0;0;0;0;0
"280370 MACAMBIRA";0;0;0;0;0;0;0;0
"280380 MALHADA DOS BOIS";0;0;0;0;0;0;0;0
"280390 MALHADOR";0;0;0;0;0;0;0;0
"280400 MARUIM";0;0;0;0;0;0;0;0
"280410 MOITA BONITA";0;0;0;0;0;0;0;0
"280420 MONTE ALEGRE DE SERGIPE";0;0;0;0;0;0;0;0
"280430 MURIBECA";0;0;0;0;0;0;0;0
"280440 NEOPOLIS";343;660;11;0;0;0;29;1043
"280445 NOSSA SENHORA APARECIDA";0;0;0;0;0;0;0;0
"280450 NOSSA SENHORA DA GLORIA";676;185;207;0;14;12;0;1094
"280460 NOSSA SENHORA DAS DORES";0;0;0;0;0;0;0;0
"280470 NOSSA SENHORA DE LOURDES";0;0;0;0;0;0;0;0
"280480 NOSSA SENHORA DO SOCORRO";1312;358;215;0;3;0;230;2118
"280490 PACATUBA";0;0;0;0;0;0;0;0
"280500 PEDRA MOLE";0;0;0;0;0;0;0;0
"280510 PEDRINHAS";0;0;0;0;0;0;0;0
"280520 PINHAO";0;0;0;0;0;0;0;0
"280530 PIRAMBU";0;0;0;0;0;0;0;0
"280540 POCO REDONDO";0;0;0;0;0;0;0;0
"280550 POCO VERDE";8;8;0;0;0;0;0;16
"280560 PORTO DA FOLHA";0;0;0;0;0;0;0;0
"280570 PROPRIA";0;0;0;0;0;0;0;0
"280580 RIACHAO DO DANTAS";0;0;0;0;0;0;0;0
"280590 RIACHUELO";0;650;5;0;0;0;297;952
"280600 RIBEIROPOLIS";113;85;0;0;0;0;0;198
"280610 ROSARIO DO CATETE";0;0;0;0;0;0;0;0
"280620 SALGADO";0;0;0;0;0;0;0;0
"280630 SANTA LUZIA DO ITANHY";0;0;0;0;0;0;0;0
"280640 SANTANA DO SAO FRANCISCO";0;0;0;0;0;0;0;0
"280650 SANTA ROSA DE LIMA";0;0;0;0;0;0;0;0
"280660 SANTO AMARO DAS BROTAS";0;0;0;0;0;0;0;0
"280670 SAO CRISTOVAO";197;357;0;0;0;0;50;604
"280680 SAO DOMINGOS";0;0;0;0;0;0;0;0
"280690 SAO FRANCISCO";0;0;0;0;0;0;0;0
"280700 SAO MIGUEL DO ALEIXO";0;0;0;0;0;0;0;0
"280710 SIMAO DIAS";23;23;0;0;0;0;0;46
"280720 SIRIRI";0;0;0;0;0;0;0;0
"280730 TELHA";0;0;0;0;0;0;0;0
"280740 TOBIAS BARRETO";0;0;0;0;0;0;0;0
"280750 TOMAR DO GERU";0;0;0;0;0;0;0;0
"280760 UMBAUBA";0;0;0;0;0;0;0;0
" MUNICIPIO IGNORADO - BA";0;0;0;0;0;0;0;0
"290010 ABAIRA";0;0;0;0;0;0;0;0
"290020 ABARE";10;31;0;0;0;0;31;72
"290030 ACAJUTIBA";0;0;0;0;0;0;0;0
"290035 ADUSTINA";0;0;0;0;0;0;0;0
"290040 AGUA FRIA";6;26;0;0;0;0;32;64
"290050 ERICO CARDOSO";0;0;0;0;0;0;0;0
"290060 AIQUARA";0;144;0;0;0;0;68;212
"290070 ALAGOINHAS";8382;2925;355;0;5;79;2535;14281
"290080 ALCOBACA";143;181;19;0;0;0;162;505
"290090 ALMADINA";0;0;0;0;0;0;0;0
"290100 AMARGOSA";646;123;40;0;1;0;344;1154
"290110 AMELIA RODRIGUES";0;0;0;0;0;0;0;0
"290115 AMERICA DOURADA";9;77;0;0;0;0;0;86
"290120 ANAGE";7;68;0;0;0;0;0;75
"290130 ANDARAI";17;265;0;0;0;0;0;282
"290135 ANDORINHA";0;0;0;0;0;0;0;0
"290140 ANGICAL";0;0;0;0;0;0;0;0
"290150 ANGUERA";0;0;0;0;0;0;0;0
"290160 ANTAS";578;999;193;0;0;0;272;2042
"290170 ANTONIO CARDOSO";0;0;0;0;0;0;0;0
"290180 ANTONIO GONCALVES";0;0;0;0;0;0;0;0
"290190 APORA";2;80;0;0;0;0;0;82
"290195 APUAREMA";0;0;0;0;0;0;0;0
"290200 ARACATU";70;76;0;0;0;0;0;146
"290205 ARACAS";22;119;0;0;0;0;44;185
"290210 ARACI";222;522;44;0;0;0;308;1096
"290220 ARAMARI";0;0;0;0;0;0;0;0
"290225 ARATACA";0;0;0;0;0;0;0;0
"290230 ARATUIPE";0;0;0;0;0;0;0;0
"290240 AURELINO LEAL";7;31;73;0;0;0;0;111
"290250 BAIANOPOLIS";38;358;9;0;0;0;135;540
"290260 BAIXA GRANDE";195;230;0;0;0;0;47;472
"290265 BANZAE";0;0;0;0;0;0;0;0
"290270 BARRA";1240;682;146;0;0;0;218;2286
"290280 BARRA DA ESTIVA";545;772;49;0;1;0;183;1550
"290290 BARRA DO CHOCA";116;89;9;0;0;0;0;214
"290300 BARRA DO MENDES";13;73;0;0;0;0;0;86
"290310 BARRA DO ROCHA";0;100;0;0;0;0;0;100
"290320 BARREIRAS";9503;11498;514;0;6;94;2983;24598
"290323 BARRO ALTO";7;65;0;0;0;0;0;72
"290327 BARROCAS";20;99;0;0;0;0;60;179
"290330 BARRO PRETO";0;15;27;0;0;0;12;54
"290340 BELMONTE";332;148;40;0;0;0;231;751
"290350 BELO CAMPO";130;42;1;0;0;0;31;204
"290360 BIRITINGA";61;87;0;0;0;0;0;148
"290370 BOA NOVA";0;0;0;0;0;0;0;0
"290380 BOA VISTA DO TUPIM";10;25;0;0;0;0;6;41
"290390 BOM JESUS DA LAPA";432;537;80;0;6;2;180;1237
"290395 BOM JESUS DA SERRA";21;489;0;0;0;0;60;570
"290400 BONINAL";186;83;7;0;0;0;148;424
"290405 BONITO";1;10;1;0;0;0;0;12
"290410 BOQUIRA";81;104;13;0;0;0;22;220
"290420 BOTUPORA";25;96;53;0;0;0;244;418
"290430 BREJOES";12;127;1;0;0;0;65;205
"290440 BREJOLANDIA";0;0;0;0;0;0;0;0
"290450 BROTAS DE MACAUBAS";9;47;12;0;0;0;0;68
"290460 BRUMADO";1644;891;224;0;6;16;450;3231
"290470 BUERAREMA";43;433;17;0;0;0;0;493
"290475 BURITIRAMA";0;0;0;0;0;0;0;0
"290480 CAATIBA";11;58;0;0;0;0;0;69
"290485 CABACEIRAS DO PARAGUACU";0;0;0;0;0;0;0;0
"290490 CACHOEIRA";494;104;128;0;0;0;376;1102
"290500 CACULE";70;105;35;0;0;0;7;217
"290510 CAEM";19;120;15;0;0;0;0;154
"290515 CAETANOS";0;0;0;0;0;0;0;0
"290520 CAETITE";739;200;109;0;0;1;680;1729
"290530 CAFARNAUM";36;163;26;0;0;0;94;319
"290540 CAIRU";0;0;0;0;0;0;0;0
"290550 CALDEIRAO GRANDE";20;93;0;0;0;0;2;115
"290560 CAMACAN";201;536;91;0;0;0;505;1333
"290570 CAMACARI";891;731;571;0;13;86;212;2504
"290580 CAMAMU";0;0;0;0;0;0;0;0
"290590 CAMPO ALEGRE DE LOURDES";48;148;39;0;0;0;3;238
"290600 CAMPO FORMOSO";744;1429;90;0;0;0;1023;3286
"290610 CANAPOLIS";33;40;4;0;0;0;0;77
"290620 CANARANA";70;98;22;0;0;0;0;190
"290630 CANAVIEIRAS";57;121;104;0;0;0;334;616
"290640 CANDEAL";0;0;0;0;0;0;0;0
"290650 CANDEIAS";1195;797;48;0;6;0;220;2266
